id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
4875,-31.662,26.5362,1.671,54.85,43.88,17.12,41.3,20.86,10.98,very low contamination
4876,-31.9698,26.3474,2.017,29.46,30.48,16.53,34.6,14.81,9.08,very low contamination
4877,-31.7288,26.7383,1.802,94.6,44.69,14.33,32.0,30.72,15.82,moderate contamination
4878,-31.2986,26.1909,1.757,53.77,28.99,12.14,23.9,18.6,8.75,very low contamination
4879,-31.0927,26.4325,1.992,55.16,42.57,18.78,39.3,23.64,13.2,very low contamination
4880,-31.4568,26.9399,2.147,50.83,28.75,15.18,26.8,19.11,10.48,very low contamination
4881,-31.1654,27.0403,1.301,46.35,28.58,13.96,21.5,18.67,8.67,very low contamination
4882,-31.3169,27.0563,1.671,58.4,48.19,12.79,40.6,42.05,15.16,low contamination
4883,-30.86,26.0695,1.766,69.63,32.12,11.59,70.3,19.66,9.31,low contamination
4884,-30.7988,26.9448,1.516,61.4,29.84,14.45,23.8,17.63,12.72,low contamination
4885,-30.9625,27.5266,1.819,121.38,79.92,7.0,51.7,72.44,28.52,moderate contamination
4886,-31.0818,27.4515,2.002,155.25,88.51,12.05,71.6,71.02,35.4,moderate contamination
4887,-31.1113,27.7146,1.979,61.98,34.07,9.77,22.0,20.28,8.99,low contamination
4888,-22.797,29.9136,1.412,16.21,6.97,4.01,25.97,6.47,2.78,very low contamination
4889,-22.753,29.7518,0.0,58.23,27.88,4.87,16.3,14.05,5.81,very low contamination
4890,-30.5475,26.7276,1.883,114.09,46.6,10.48,38.0,35.51,16.12,moderate contamination
4891,-30.6785,26.2174,1.751,76.36,58.63,7.7,48.7,54.5,19.62,moderate contamination
4892,-30.0967,22.2582,2.015,50.6,47.69,12.57,49.5,59.66,14.72,low contamination
4893,-30.4298,22.538,1.346,56.09,29.85,13.94,58.6,21.78,7.63,very low contamination
4894,-30.7176,23.1995,1.668,57.4,38.72,22.82,64.8,27.71,12.24,very low contamination
4895,-30.5776,23.2931,2.056,84.03,39.33,19.23,60.9,25.87,10.1,moderate contamination
4896,-30.9829,22.1603,0.094,37.65,13.67,18.24,59.6,17.46,7.44,very low contamination
4897,-33.4893,26.2079,0.0,40.43,9.28,18.06,32.3,9.83,6.74,very low contamination
4898,-33.5901,26.1637,0.542,31.69,9.18,13.91,22.0,8.04,4.89,very low contamination
4899,-31.4597,25.0417,0.0,99.47,36.17,19.01,65.2,31.42,18.76,moderate contamination
4900,-25.8958,30.5844,0.0,51.53,8.86,6.61,17.0,10.71,6.89,very low contamination
4901,-25.9372,29.5622,0.017,85.12,20.29,21.85,25.6,21.92,7.18,moderate contamination
4902,-27.65,24.725,0.0,50.89,20.73,9.12,29.4,15.8,7.25,very low contamination
4903,-27.6583,24.75,0.085,55.46,31.52,7.61,40.5,22.59,8.71,very low contamination
4904,-27.6583,24.775,0.045,41.68,18.4,7.05,26.8,14.09,6.29,very low contamination
4905,-27.6583,24.7917,0.165,37.63,15.09,7.21,20.7,12.98,5.64,very low contamination
4906,-27.6917,24.7528,0.0,22.93,5.27,5.42,39.2,6.71,2.98,very low contamination
4907,-27.7694,24.8083,0.0,42.85,19.31,7.31,26.9,16.24,6.89,very low contamination
4908,-27.9333,24.85,0.069,32.96,7.78,4.73,64.0,7.01,3.47,very low contamination
4909,-27.9861,24.7333,0.0,34.2,10.11,5.46,17.0,9.83,5.51,very low contamination
4910,-28.0583,24.6083,0.0,43.71,12.63,7.28,25.7,9.99,5.4,very low contamination
4911,-27.825,24.8083,0.0,28.64,6.4,4.67,17.9,7.29,3.64,very low contamination
4912,-22.8735,28.1926,0.0,66.99,28.18,8.72,29.9,21.55,8.98,low contamination
4913,-22.9173,28.1435,0.0,64.23,26.64,6.83,21.2,18.03,7.56,low contamination
4914,-22.9435,28.3417,0.0,67.82,16.68,5.01,23.2,14.78,7.02,low contamination
4915,-22.77,28.3396,0.0,117.94,72.12,12.98,64.0,52.24,21.45,moderate contamination
4916,-22.5466,28.6758,0.0,40.69,14.49,7.86,63.0,21.86,11.9,very low contamination
4917,-22.5873,28.5419,0.0,46.02,18.33,11.98,48.2,18.28,9.46,very low contamination
4918,-22.7358,28.4352,0.0,49.93,28.34,7.5,31.3,21.79,7.72,very low contamination
4919,-22.6851,29.1154,0.0,78.92,34.97,4.83,30.9,23.94,11.35,moderate contamination
4920,-22.7675,29.1985,0.0,125.16,64.81,7.33,33.8,31.95,14.82,moderate contamination
4921,-22.4651,29.2102,0.0,35.27,12.58,19.23,32.5,20.8,7.12,very low contamination
4922,-22.3184,29.3773,0.0,66.98,26.35,4.99,19.8,15.27,7.72,low contamination
4923,-22.2974,29.1977,0.0,14.21,8.64,3.1,17.18,3.18,1.67,very low contamination
4924,-22.2728,29.7875,0.0,113.39,57.58,9.14,32.7,39.96,14.2,moderate contamination
4925,-22.8097,29.0893,0.0,106.36,62.3,2.79,49.1,72.72,26.16,moderate contamination
4926,-28.8153,29.55,0.246,87.97,18.74,14.77,41.8,31.38,15.6,moderate contamination
4927,-28.6722,29.5236,0.216,97.36,30.23,11.69,46.3,40.46,31.14,moderate contamination
4928,-28.4139,29.6819,0.28,110.72,26.57,12.49,28.7,29.92,15.12,moderate contamination
4929,-25.291,27.5233,0.27,91.87,27.62,20.12,53.0,17.36,12.58,moderate contamination
4930,-25.2363,27.5299,0.052,118.09,12.29,54.7,39.6,16.35,13.23,moderate contamination
4931,-25.2264,27.5535,0.37,251.87,90.5,21.89,59.3,37.85,29.24,moderate contamination
4932,-25.2589,27.5359,0.295,116.36,38.27,11.4,34.1,17.12,15.28,moderate contamination
4933,-25.1048,27.5647,0.384,124.35,42.54,12.21,37.7,19.75,17.15,moderate contamination
4934,-26.4808,28.405,0.456,107.28,34.41,11.84,28.9,17.88,13.77,moderate contamination
4935,-25.0992,27.5455,0.37,124.28,42.9,12.9,37.8,19.89,16.83,moderate contamination
4936,-24.9544,27.5676,1.59,59.89,10.7,14.12,34.8,12.55,7.75,very low contamination
4937,-24.989,27.5567,0.92,149.51,53.41,11.44,49.98,20.32,18.28,moderate contamination
4938,-25.6472,29.9222,0.796,30.69,9.03,14.68,38.9,12.78,5.05,very low contamination
4939,-26.4551,28.4571,0.784,101.68,26.7,13.83,40.4,20.28,8.38,moderate contamination
4940,-25.6208,29.9514,0.567,81.25,39.6,15.27,113.7,66.59,32.28,low contamination
4941,-25.5653,29.9222,0.856,55.72,13.45,19.83,55.0,20.38,7.99,very low contamination
4942,-25.5653,29.8625,0.713,20.41,8.07,37.78,97.0,32.22,10.82,very low contamination
4943,-25.5653,29.9222,0.633,52.77,46.68,13.96,41.9,25.6,37.18,low contamination
4944,-25.5389,29.8903,0.514,37.96,11.98,34.99,68.6,34.16,16.48,very low contamination
4945,-25.6208,29.8306,0.702,37.02,10.07,30.5,111.7,24.94,10.93,very low contamination
4946,-25.6472,29.8625,0.637,82.48,25.83,41.72,78.4,41.27,33.28,moderate contamination
4947,-27.9653,27.1239,0.624,31.7,14.24,23.43,70.5,19.59,8.96,very low contamination
4948,-29.5833,31.175,0.636,158.44,84.41,13.51,35.1,72.02,52.33,moderate contamination
4949,-25.6664,27.7757,0.524,190.25,74.86,13.97,43.3,77.4,45.02,moderate contamination
4950,-25.8709,27.6361,0.463,93.67,27.52,46.7,38.7,27.69,12.34,moderate contamination
4951,-26.415,27.4252,0.626,52.05,8.99,6.36,86.7,10.51,4.7,very low contamination
4952,-31.0825,29.9586,0.26,55.32,16.8,26.28,36.17,14.86,10.04,very low contamination
4953,-31.0758,29.7447,0.036,325.35,301.47,9.62,62.53,54.47,79.87,moderate contamination
4954,-30.9183,29.8747,0.0,96.48,37.86,20.73,33.07,22.95,12.5,moderate contamination
4955,-30.93,29.5378,0.0,72.05,22.06,22.12,60.12,28.48,16.89,low contamination
4956,-30.7778,29.5556,0.0,229.39,33.62,20.01,37.01,29.53,9.98,moderate contamination
4957,-31.2908,29.1367,0.0,175.02,42.32,27.37,55.41,59.8,59.72,moderate contamination
4958,-31.5778,29.5139,0.0,47.14,19.84,29.15,49.77,37.83,10.89,very low contamination
4959,-30.3342,29.91,0.0,106.93,28.04,16.05,29.87,28.55,12.25,moderate contamination
4960,-30.4969,29.8767,0.0,115.27,31.61,25.41,29.47,21.49,31.03,moderate contamination
4961,-30.4956,28.2839,0.0,49.93,17.22,8.82,35.51,14.43,8.1,very low contamination
4962,-30.5597,28.7336,0.0,53.67,12.35,19.67,55.77,13.1,9.73,very low contamination
4963,-30.3508,28.4581,0.0,24.15,3.37,9.06,14.88,3.61,2.89,very low contamination
4964,-30.9233,29.0047,0.0,14.97,6.86,10.41,21.17,5.69,4.8,very low contamination
4965,-30.7989,29.1025,0.0,54.53,13.62,7.76,19.91,10.53,10.43,very low contamination
4966,-30.5911,28.7919,0.0,75.48,19.32,14.98,34.66,22.77,32.7,moderate contamination
4967,-23.2984,28.9758,0.451,78.84,39.84,13.72,19.4,37.02,19.0,moderate contamination
4968,-32.3639,28.4917,0.0,16.78,5.86,14.88,33.26,5.33,5.01,very low contamination
4969,-32.3386,28.2911,0.0,136.6,34.16,10.47,73.11,22.89,25.06,moderate contamination
4970,-32.2908,28.555,0.0,228.36,51.47,8.24,63.95,64.79,55.36,moderate contamination
4971,-32.4392,28.6853,0.0,117.78,20.33,6.77,32.08,26.44,15.28,moderate contamination
4972,-32.1142,28.9894,0.0,277.72,55.35,15.23,55.21,79.55,37.17,moderate contamination
4973,-32.0506,28.9775,0.0,27.33,10.88,15.73,36.76,9.41,9.02,very low contamination
4974,-32.17,28.8939,0.0,15.87,10.76,21.13,33.04,11.53,7.18,very low contamination
4975,-32.0158,28.5603,0.0,9.09,7.4,4.12,11.02,0.29,0.93,very low contamination
4976,-23.2189,29.9879,0.0,363.72,202.75,35.91,46.6,79.16,88.4,high contamination
4977,-31.1992,28.4956,0.0,39.41,13.72,12.72,29.54,14.51,7.51,very low contamination
4978,-31.0289,28.7192,0.0,107.33,35.88,13.25,43.47,42.39,16.57,moderate contamination
4979,-23.2984,28.9758,0.0,59.13,25.68,8.5,32.0,19.0,12.73,very low contamination
4980,-30.7631,28.3644,0.0,34.92,11.1,8.2,29.09,12.01,10.0,very low contamination
4981,-23.8621,29.7104,0.0,148.95,47.55,9.9,35.7,22.23,9.99,moderate contamination
4982,-22.9201,30.2433,0.0,72.34,15.12,4.44,20.4,12.58,7.37,low contamination
4983,-31.242,28.9967,0.0,51.69,18.43,29.32,37.05,13.5,16.15,very low contamination
4984,-32.5078,28.4558,0.0,48.45,25.79,15.13,37.28,55.21,36.89,low contamination
4985,-22.6221,30.6754,0.0,46.16,31.47,5.15,39.7,40.24,13.46,very low contamination
4986,-32.5853,28.4472,0.0,20.81,3.66,6.0,13.27,1.76,2.99,very low contamination
4987,-22.8453,30.5729,0.0,24.1,71.66,6.18,39.78,116.33,27.69,low contamination
4988,-22.7853,30.9107,0.0,54.99,20.31,3.01,27.7,17.53,5.71,very low contamination
4989,-32.4828,28.1444,0.0,27.83,7.52,14.91,19.58,7.13,10.25,very low contamination
4990,-22.4492,30.5068,0.0,69.81,48.5,6.02,48.2,29.44,14.81,low contamination
4991,-22.9201,30.2433,0.0,128.81,106.48,13.0,46.2,149.84,65.9,moderate contamination
4992,-22.6221,30.6754,0.0,57.67,7.92,1.92,9.3,9.61,2.76,very low contamination
4993,-23.1903,30.8277,0.0,43.34,21.92,1.99,11.67,5.59,2.62,very low contamination
4994,-32.1547,28.4558,0.0,32.32,8.4,22.57,71.26,7.66,7.3,very low contamination
4995,-23.4068,30.4187,0.0,83.7,67.58,5.38,54.8,94.74,38.06,moderate contamination
4996,-32.2375,28.05,0.0,26.1,4.78,7.27,23.45,5.97,3.75,very low contamination
4997,-32.0442,28.0464,0.0,14.69,3.74,6.88,99.4,3.51,3.06,very low contamination
4998,-23.1903,30.8277,0.0,409.92,268.87,8.99,45.2,41.24,33.35,high contamination
4999,-31.4631,28.5314,0.0,71.63,27.3,16.48,48.16,20.12,9.56,low contamination
5000,-31.277,28.5469,0.0,52.18,15.54,9.53,21.04,14.6,14.16,very low contamination
5001,-23.5781,30.3501,0.857,21.62,8.21,9.6,30.4,8.86,5.69,very low contamination
5002,-23.5269,30.4466,0.0,140.01,92.65,9.45,30.7,55.78,26.31,moderate contamination
5003,-31.4942,28.0736,0.0,73.15,10.55,11.1,22.03,11.94,15.69,low contamination
5004,-31.51,28.4117,0.0,71.75,22.69,10.69,34.77,15.34,9.98,low contamination
5005,-29.7858,29.4992,0.0,38.73,17.32,21.98,45.55,18.98,13.81,very low contamination
5006,-29.8495,29.7664,0.0,72.09,30.85,24.2,40.65,29.39,15.11,low contamination
5007,-29.6153,29.7772,0.0,101.73,28.2,22.05,34.32,39.81,33.29,moderate contamination
5008,-29.0425,29.7908,0.0,34.66,7.27,15.28,18.25,10.21,4.62,very low contamination
5009,-28.1806,28.2883,0.0,24.99,8.35,8.96,23.87,9.92,3.54,very low contamination
5010,-28.3914,28.2203,0.0,21.01,12.32,7.54,17.01,32.41,7.05,very low contamination
5011,-28.4692,28.8503,0.0,18.59,6.95,9.0,13.86,7.62,5.2,very low contamination
5012,-28.3508,28.7242,0.0,12.97,8.43,10.53,14.08,7.01,7.23,very low contamination
5013,-28.1161,28.5692,0.0,63.55,23.9,13.77,64.42,34.67,11.83,low contamination
5014,-28.7556,29.3658,0.0,55.72,9.47,9.57,18.65,11.13,5.47,very low contamination
5015,-28.0928,29.1911,0.0,28.11,12.8,12.7,33.35,16.71,9.06,very low contamination
5016,-28.1314,29.0297,0.0,22.44,5.64,5.8,34.4,5.63,3.0,very low contamination
5017,-28.2825,29.3164,0.0,38.91,16.12,18.18,32.08,12.31,4.77,very low contamination
5018,-27.8858,28.4306,0.0,26.92,11.87,8.46,18.81,8.05,7.66,very low contamination
5019,-27.5967,28.7881,0.0,96.88,56.6,23.83,61.48,61.5,36.04,moderate contamination
5020,-27.3392,28.8472,0.0,57.33,34.4,18.97,41.84,29.85,23.12,low contamination
5021,-27.2814,28.6314,0.0,61.36,58.94,12.67,40.06,63.91,21.31,low contamination
5022,-27.315,28.3914,0.0,193.06,99.58,10.5,72.48,81.14,64.36,moderate contamination
5023,-27.1217,28.1981,0.0,67.76,54.51,14.21,56.65,51.52,23.35,low contamination
5024,-27.0603,28.0833,0.0,29.65,30.9,15.12,35.29,23.22,13.11,very low contamination
5025,-27.9142,29.2786,0.0,22.31,14.91,15.18,26.6,10.99,8.39,very low contamination
5026,-27.9422,29.7964,0.0,51.65,28.02,25.06,39.59,24.71,14.15,very low contamination
5027,-27.8267,29.8911,0.0,206.49,69.05,29.87,56.6,91.45,66.78,moderate contamination
5028,-27.6378,29.7458,0.0,28.67,17.43,18.01,38.89,13.58,8.14,very low contamination
5029,-27.3856,29.7022,0.0,27.63,12.16,16.42,36.25,11.15,4.42,very low contamination
5030,-27.3231,29.1825,0.0,121.18,64.14,16.83,74.3,56.52,27.62,moderate contamination
5031,-27.1383,29.26,0.0,211.99,128.85,5.53,65.96,68.2,37.1,moderate contamination
5032,-30.4217,26.8006,0.0,97.28,20.91,8.19,39.68,22.09,14.67,moderate contamination
5033,-30.6108,26.7589,0.0,40.79,18.46,9.04,39.47,11.93,8.02,very low contamination
5034,-30.6561,27.1281,0.0,27.03,17.68,22.34,34.22,13.84,15.05,very low contamination
5035,-30.7083,27.7489,0.0,31.0,14.08,8.01,43.76,10.28,7.9,very low contamination
5036,-30.4258,27.5614,0.0,10.77,14.33,14.04,28.51,8.04,6.72,very low contamination
5037,-30.9583,26.3347,0.0,54.11,28.67,10.07,49.4,26.81,14.87,very low contamination
5038,-30.6458,26.0425,0.0,26.02,18.39,12.99,43.48,13.15,9.18,very low contamination
5039,-30.1597,26.5817,0.0,48.87,20.87,8.66,30.91,14.55,7.83,very low contamination
5040,-29.6786,26.1447,0.0,47.68,31.25,23.51,79.95,26.7,11.69,very low contamination
5041,-29.3747,26.2047,0.0,64.28,19.73,5.47,23.83,15.61,7.38,very low contamination
5042,-29.6636,26.3133,0.0,46.55,22.69,13.56,30.71,21.6,15.71,very low contamination
5043,-29.63,26.7828,0.0,67.92,31.31,5.46,37.09,35.39,11.0,low contamination
5044,-29.8197,27.0256,0.0,22.41,19.08,7.26,31.03,10.24,3.36,very low contamination
5045,-29.6247,27.0011,0.0,48.1,23.0,7.89,43.21,30.77,11.87,very low contamination
5046,-29.3508,27.28,0.0,31.95,18.52,22.07,53.74,16.01,10.07,very low contamination
5047,-29.2344,27.4497,0.0,28.96,12.26,7.43,25.25,8.79,3.27,very low contamination
5048,-29.072,27.5081,0.0,19.14,8.99,6.33,24.67,5.93,1.81,very low contamination
5049,-28.8847,27.8656,0.0,13.89,9.3,6.95,14.25,4.35,1.41,very low contamination
5050,-28.7761,27.2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,very low contamination
5051,-28.4767,27.17,0.0,40.77,12.57,6.99,27.4,11.51,4.79,very low contamination
5052,-28.1322,27.2467,0.0,83.44,31.81,9.31,45.74,28.7,11.57,moderate contamination
5053,-28.4439,26.4358,0.0,112.31,59.67,11.83,65.99,35.78,17.81,moderate contamination
5054,-28.6581,26.3969,0.0,77.78,40.59,16.71,79.79,32.72,14.58,low contamination
5055,-28.3517,26.1708,0.0,70.9,40.11,15.85,80.39,33.55,14.79,low contamination
5056,-28.0783,26.28,0.0,90.2,29.25,7.3,35.97,12.8,10.12,moderate contamination
5057,-27.8506,26.2822,0.0,24.74,12.65,6.38,17.44,8.96,3.52,very low contamination
5058,-28.9386,26.3628,0.955,307.26,177.34,9.91,33.7,42.05,27.69,moderate contamination
5059,-27.8592,26.8136,0.0,30.84,15.39,8.95,34.92,9.96,4.54,very low contamination
5060,-27.7058,27.1031,0.0,49.97,21.57,8.07,42.75,20.66,5.21,very low contamination
5061,-27.57,26.8992,0.0,51.13,32.29,15.03,51.36,24.89,11.92,very low contamination
5062,-27.0497,26.7997,0.0,22.34,12.75,3.71,10.08,4.57,1.09,very low contamination
5063,-27.2106,27.3369,0.0,180.46,71.03,6.39,27.11,19.3,9.1,moderate contamination
5064,-27.8806,27.4522,0.0,137.97,46.53,8.31,65.28,43.35,27.33,moderate contamination
5065,-27.9286,27.7583,0.0,36.95,16.11,18.82,26.28,13.02,8.88,very low contamination
5066,-29.535,18.9281,0.0,31.62,18.44,9.23,44.8,20.49,6.31,very low contamination
5067,-29.6317,18.725,0.0,18.96,10.47,7.85,28.04,10.61,3.02,very low contamination
5068,-29.3953,18.6503,0.0,20.53,11.34,9.94,38.34,12.1,4.46,very low contamination
5069,-29.1597,18.7286,0.037,37.32,61.82,35.51,138.74,93.47,9.14,very low contamination
5070,-29.0614,18.5353,0.0,35.34,21.61,13.15,57.72,29.17,8.85,very low contamination
5071,-29.2194,18.3469,0.0,17.15,10.48,13.26,32.63,15.0,3.53,very low contamination
5072,-29.4047,18.3181,0.0,26.0,14.39,14.02,59.67,19.12,7.79,very low contamination
5073,-29.7464,18.1589,0.0,25.94,11.5,9.36,32.82,12.72,4.02,very low contamination
5074,-29.9072,18.4247,0.0,38.43,19.07,14.13,69.24,20.24,10.17,very low contamination
5075,-29.8289,19.3683,0.0,31.94,16.22,11.31,38.57,15.39,5.18,very low contamination
5076,-29.5144,19.6317,0.0,35.62,24.83,11.99,103.95,29.55,9.59,very low contamination
5077,-29.2225,19.7572,0.0,42.06,19.75,12.78,61.54,20.72,7.82,very low contamination
5078,-29.1242,19.4106,0.0,21.08,28.82,17.69,140.08,50.91,10.02,very low contamination
5079,-29.4394,17.7303,0.0,21.56,7.57,10.41,21.89,9.72,2.05,very low contamination
5080,-29.2836,17.7467,0.0,43.77,24.75,19.9,110.05,32.24,13.81,very low contamination
5081,-28.9333,17.7497,0.0,32.36,22.67,9.52,78.5,30.55,10.45,very low contamination
5082,-29.1403,17.1297,0.0,45.58,32.67,9.14,88.71,36.34,17.64,very low contamination
5083,-29.1047,16.8419,0.0,22.56,13.2,5.14,23.8,7.5,4.38,very low contamination
5084,-29.7897,17.4311,0.0,25.87,8.15,11.02,35.44,8.75,4.6,very low contamination
5085,-28.6897,16.5667,0.0,19.88,11.26,6.11,21.78,5.73,3.67,very low contamination
5086,-28.1864,17.1244,0.0,27.98,19.19,13.41,64.2,34.2,11.0,very low contamination
5087,-28.3236,17.1881,0.0,22.2,21.49,14.26,89.52,33.49,13.46,very low contamination
5088,-28.4344,16.9814,0.0,44.58,19.93,14.45,74.7,14.75,11.54,very low contamination
5089,-30.1981,17.3047,0.0,45.46,9.77,10.28,27.44,8.1,4.29,very low contamination
5090,-30.6006,17.6022,0.0,13.89,6.52,15.17,32.13,5.78,4.68,very low contamination
5091,-30.9683,17.8364,0.0,17.85,6.43,23.19,39.92,7.1,4.0,very low contamination
5092,-31.1975,17.8608,0.0,47.79,11.34,13.19,39.66,10.86,5.47,very low contamination
5093,-30.2483,17.6497,0.0,23.23,7.37,12.61,48.08,9.87,7.72,very low contamination
5094,-30.2019,17.945,0.0,23.34,13.96,18.33,83.66,21.51,10.63,very low contamination
5095,-30.645,18.1247,0.0,24.73,9.15,21.55,29.16,5.72,9.14,very low contamination
5096,-30.3911,18.1372,0.0,6.4,5.68,12.85,109.54,5.99,5.01,very low contamination
5097,-30.2031,18.0445,0.0,20.63,11.7,20.5,49.78,7.56,11.03,very low contamination
5098,-30.0792,18.2547,0.0,8.71,7.01,15.41,65.42,8.1,7.09,very low contamination
5099,-30.4175,18.5953,0.0,23.07,12.93,12.68,94.71,15.18,7.02,very low contamination
5100,-30.3097,18.8581,0.0,53.92,33.63,15.53,102.65,52.38,16.27,very low contamination
5101,-30.8817,18.7136,0.0,38.21,14.56,13.91,55.02,16.07,4.69,very low contamination
5102,-30.8153,19.0297,0.0,42.1,21.41,10.09,79.55,22.67,8.37,very low contamination
5103,-30.9508,19.4703,0.0,58.91,28.23,30.2,79.95,33.5,13.16,very low contamination
5104,-30.7133,19.8542,0.0,35.57,26.02,23.57,116.41,35.73,10.06,very low contamination
5105,-30.5636,19.9303,0.0,66.13,36.54,10.03,91.3,34.95,13.74,low contamination
5106,-30.6469,19.3431,0.0,45.46,49.04,4.94,58.95,54.45,20.0,very low contamination
5107,-30.5178,19.3014,0.0,14.09,65.52,2.14,49.11,96.42,27.68,very low contamination
5108,-30.3967,19.2331,0.0,38.28,34.07,9.19,69.23,58.13,15.92,very low contamination
5109,-30.0503,19.4472,0.0,18.45,40.98,5.14,91.48,130.53,18.18,very low contamination
5110,-24.7767,29.1556,0.0,112.9,45.71,8.29,63.02,32.03,9.5,moderate contamination
5111,-24.8586,28.7858,0.0,124.3,59.01,14.61,67.87,44.1,32.09,moderate contamination
5112,-24.5939,28.2833,0.0,77.77,39.81,14.24,31.54,10.33,17.67,low contamination
5113,-24.2317,28.2086,0.0,15.97,7.47,4.15,45.9,4.22,2.72,very low contamination
5114,-24.0139,28.3869,0.0,41.72,21.34,15.68,18.43,17.94,11.11,very low contamination
5115,-23.5297,28.6914,0.0,50.74,26.52,6.66,20.92,12.62,8.84,very low contamination
5116,-23.2458,28.4533,0.0,89.07,32.89,9.1,52.55,16.5,11.22,moderate contamination
5117,-23.2978,28.2686,0.0,64.27,48.29,17.81,39.39,25.16,11.97,low contamination
5118,-23.1525,28.2147,0.0,65.09,25.9,6.97,18.21,12.19,6.62,low contamination
5119,-22.7133,28.3883,0.0,47.11,24.05,7.42,38.13,18.42,6.86,very low contamination
5120,-22.7486,28.7475,0.0,38.88,35.26,3.8,52.56,22.21,10.1,very low contamination
5121,-22.6345,28.7797,0.0,44.19,28.42,11.99,35.04,19.23,7.95,very low contamination
5122,-22.6739,29.0642,0.0,106.5,64.57,10.74,88.0,41.07,17.5,moderate contamination
5123,-22.2439,29.3736,0.0,16.36,13.69,1.35,6.4,4.56,1.07,very low contamination
5124,-22.4992,29.2081,0.0,87.97,156.33,7.67,86.19,23.91,13.97,low contamination
5125,-22.5883,29.32,0.0,56.03,47.54,8.5,85.91,41.82,16.59,low contamination
5126,-22.8783,29.2094,0.0,117.68,153.88,3.56,54.11,35.36,21.18,moderate contamination
5127,-23.3581,29.3161,0.0,127.48,66.18,7.81,48.02,29.09,12.19,moderate contamination
5128,-23.2928,29.1517,0.0,71.84,28.16,14.26,13.71,10.95,11.36,low contamination
5129,-23.4153,29.2842,0.0,124.78,58.45,6.48,39.04,23.69,7.74,moderate contamination
5130,-23.4472,29.8994,0.0,79.74,62.22,9.81,76.34,92.22,29.26,moderate contamination
5131,-23.7108,30.1297,0.0,131.47,51.19,34.8,93.63,48.44,10.78,moderate contamination
5132,-23.9114,30.675,0.0,265.2,217.5,7.63,113.1,81.68,49.28,moderate contamination
5133,-23.6989,30.8728,0.0,30.56,24.56,6.44,52.96,31.89,8.96,very low contamination
5134,-23.6833,30.9936,0.0,26.01,21.99,10.89,51.98,47.84,9.63,very low contamination
5135,-23.9214,31.0394,0.0,67.19,44.38,5.48,29.64,68.95,6.3,moderate contamination
5136,-23.8858,29.6883,0.0,82.22,38.43,10.53,31.42,15.81,8.61,moderate contamination
5137,-23.6414,29.6222,0.0,107.59,54.54,8.84,37.94,40.0,14.86,moderate contamination
5138,-23.7358,29.4081,0.0,221.53,169.27,8.15,52.73,32.64,14.86,moderate contamination
5139,-23.9195,29.3269,0.0,41.0,22.77,8.86,24.89,20.48,8.74,very low contamination
5140,-24.0697,29.35,0.0,126.21,56.73,6.02,129.66,41.92,14.18,moderate contamination
